bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.35 	 W: -17.80
ID: 24	 X: -0.64	 Y: 5.89	 Z: -0.12 	 W: 0.09
ID: 25	 X: 0.83	 Y: 6.56	 Z: -0.31 	 W: 0.09
ID: 26	 X: 0.79	 Y: 6.60	 Z: -0.31 	 W: 0.09
ID: 27	 X: 0.77	 Y: 6.67	 Z: -0.29 	 W: 0.09
ID: 28	 X: 0.69	 Y: 6.72	 Z: -0.20 	 W: 0.09
ID: 29	 X: -0.43	 Y: 10.79	 Z: -1.44 	 W: 0.09
ID: 30	 X: -0.46	 Y: 10.85	 Z: -1.48 	 W: 0.09
ID: 31	 X: -0.52	 Y: 10.89	 Z: -1.55 	 W: 0.09
ID: 32	 X: -0.62	 Y: 10.93	 Z: -1.56 	 W: 0.09
ID: 33	 X: -0.90	 Y: 10.96	 Z: -1.63 	 W: 0.09
ID: 34	 X: -3.17	 Y: 10.68	 Z: -2.19 	 W: 0.09
ID: 35	 X: -3.39	 Y: 10.66	 Z: -2.33 	 W: 0.09
ak
bk
ID: 0	 X: 0.33	 Y: 1.07	 Z: 0.52 	 W: 0.09
ID: 1	 X: 0.78	 Y: 0.80	 Z: 0.39 	 W: 0.09
ID: 2	 X: 0.36	 Y: 1.12	 Z: 0.50 	 W: 0.09
ID: 3	 X: 0.83	 Y: 0.84	 Z: 0.42 	 W: 0.09
ID: 4	 X: 0.34	 Y: 2.19	 Z: -0.31 	 W: 0.09
ID: 5	 X: 0.35	 Y: 2.24	 Z: -0.33 	 W: 0.09
ID: 6	 X: 0.35	 Y: 2.27	 Z: -0.37 	 W: 0.09
ID: 7	 X: 0.36	 Y: 2.34	 Z: -0.40 	 W: 0.09
ID: 8	 X: 0.40	 Y: 2.39	 Z: -0.41 	 W: 0.09
ID: 9	 X: 0.57	 Y: 2.40	 Z: -0.43 	 W: 0.09
ID: 10	 X: 0.12	 Y: 2.57	 Z: -0.23 	 W: 0.09
ID: 11	 X: -0.17	 Y: 4.34	 Z: -0.01 	 W: 0.09
ID: 12	 X: -0.17	 Y: 4.39	 Z: -0.06 	 W: 0.09
ID: 13	 X: -0.18	 Y: 4.44	 Z: -0.12 	 W: 0.09
ID: 14	 X: -0.16	 Y: 4.49	 Z: -0.17 	 W: 0.09
ID: 15	 X: -0.04	 Y: 4.54	 Z: -0.29 	 W: 0.09
ID: 16	 X: -0.26	 Y: 5.71	 Z: -0.17 	 W: 0.09
ID: 17	 X: -0.27	 Y: 5.77	 Z: -0.13 	 W: 0.09
ID: 18	 X: -0.28	 Y: 5.81	 Z: -0.10 	 W: 0.09
ID: 19	 X: -0.30	 Y: 5.86	 Z: -0.14 	 W: 0.09
ID: 20	 X: -0.36	 Y: 5.91	 Z: -0.17 	 W: 0.09
ID: 21	 X: 0.72	 Y: 6.62	 Z: -0.34 	 W: 0.09
ID: 22	 X: 0.77	 Y: 6.67	 Z: -0.40 	 W: 0.09
ID: 23	 X: 0.79	 Y: 6.71	 Z: -0.55 	 W: 0.09
ID: 24	 X: 0.76	 Y: 6.76	 Z: -0.63 	 W: 0.09
ID: 25	 X: 0.61	 Y: 6.82	 Z: -0.60 	 W: 0.09
ID: 26	 X: 0.52	 Y: 6.88	 Z: -0.64 	 W: 0.09
ID: 27	 X: 0.47	 Y: 6.93	 Z: -0.61 	 W: 0.09
ID: 28	 X: 0.26	 Y: 7.00	 Z: -0.57 	 W: 0.09
ID: 29	 X: -1.24	 Y: 10.78	 Z: -1.51 	 W: 0.09
ID: 30	 X: -1.50	 Y: 10.79	 Z: -1.61 	 W: 0.09
ID: 31	 X: -1.72	 Y: 10.81	 Z: -1.77 	 W: 0.09
ID: 32	 X: -1.93	 Y: 10.83	 Z: -2.10 	 W: 0.09
ak
bk
ID: 0	 X: 0.10	 Y: 0.99	 Z: 0.56 	 W: 0.09
ID: 1	 X: -0.39	 Y: 0.91	 Z: 0.54 	 W: 0.09
ID: 2	 X: 0.11	 Y: 1.03	 Z: 0.54 	 W: 0.09
ID: 3	 X: -0.39	 Y: 0.96	 Z: 0.54 	 W: 0.09
ID: 4	 X: 0.36	 Y: 2.24	 Z: -0.24 	 W: 0.09
ID: 5	 X: 0.31	 Y: 2.29	 Z: -0.29 	 W: 0.09
ID: 6	 X: 0.28	 Y: 2.35	 Z: -0.33 	 W: 0.09
ID: 7	 X: 0.23	 Y: 2.41	 Z: -0.37 	 W: 0.09
ID: 8	 X: 0.13	 Y: 2.47	 Z: -0.43 	 W: 0.09
ID: 9	 X: 0.03	 Y: 2.52	 Z: -0.44 	 W: 0.09
ID: 10	 X: -0.02	 Y: 2.56	 Z: -0.43 	 W: 0.09
ID: 11	 X: 1.05	 Y: 2.34	 Z: -0.63 	 W: 0.09
ID: 12	 X: -0.02	 Y: 2.61	 Z: -0.43 	 W: 0.09
ID: 13	 X: 1.06	 Y: 2.38	 Z: -0.76 	 W: 0.09
ID: 14	 X: -0.05	 Y: 4.29	 Z: 0.02 	 W: 0.09
ID: 15	 X: -0.06	 Y: 4.34	 Z: 0.01 	 W: 0.09
ID: 16	 X: -0.06	 Y: 4.38	 Z: -0.01 	 W: 0.09
ID: 17	 X: -0.05	 Y: 4.44	 Z: -0.03 	 W: 0.09
ID: 18	 X: 0.00	 Y: 4.49	 Z: -0.04 	 W: 0.09
ID: 19	 X: 0.18	 Y: 4.54	 Z: -0.21 	 W: 0.09
ID: 20	 X: 0.83	 Y: 4.51	 Z: -0.64 	 W: 0.09
ID: 21	 X: -0.12	 Y: 5.72	 Z: -0.08 	 W: 0.09
ID: 22	 X: -0.07	 Y: 5.75	 Z: -0.25 	 W: 0.09
ID: 23	 X: 0.04	 Y: 5.82	 Z: -0.44 	 W: 0.09
ID: 24	 X: 0.24	 Y: 5.87	 Z: -0.28 	 W: 0.09
ID: 25	 X: -1.70	 Y: 5.66	 Z: 0.03 	 W: 0.09
ID: 26	 X: -1.70	 Y: 5.72	 Z: -0.03 	 W: 0.09
ID: 27	 X: 0.46	 Y: 6.70	 Z: -0.27 	 W: 0.09
ID: 28	 X: 0.57	 Y: 6.74	 Z: -0.27 	 W: 0.09
ID: 29	 X: 0.62	 Y: 6.77	 Z: -0.28 	 W: 0.09
ID: 30	 X: -0.97	 Y: 10.76	 Z: -1.32 	 W: 0.09
ID: 31	 X: -1.11	 Y: 10.79	 Z: -1.34 	 W: 0.09
ID: 32	 X: -1.26	 Y: 10.83	 Z: -1.39 	 W: 0.09
ID: 33	 X: -1.40	 Y: 10.83	 Z: -1.43 	 W: 0.09
ID: 34	 X: -1.56	 Y: 10.89	 Z: -1.53 	 W: 0.09
ID: 35	 X: -1.72	 Y: 10.91	 Z: -1.60 	 W: 0.09
ak
bk
ID: 0	 X: 0.28	 Y: 0.95	 Z: 0.55 	 W: 0.17
ID: 1	 X: -0.40	 Y: 0.90	 Z: 0.50 	 W: 0.17
ID: 2	 X: 0.39	 Y: 2.19	 Z: -0.18 	 W: 0.17
ID: 3	 X: 0.39	 Y: 2.24	 Z: -0.18 	 W: 0.17
ID: 4	 X: 0.39	 Y: 2.27	 Z: -0.20 	 W: 0.17
ID: 5	 X: 0.38	 Y: 2.34	 Z: -0.22 	 W: 0.17
ID: 6	 X: 0.35	 Y: 2.40	 Z: -0.22 	 W: 0.17
ID: 7	 X: 0.36	 Y: 2.44	 Z: -0.18 	 W: 0.17
ID: 8	 X: 0.44	 Y: 2.48	 Z: -0.07 	 W: 0.17
ID: 9	 X: 0.55	 Y: 2.50	 Z: -0.12 	 W: 0.17
ID: 10	 X: -0.05	 Y: 2.56	 Z: -0.07 	 W: 0.17
ID: 11	 X: 0.03	 Y: 4.29	 Z: -0.02 	 W: 0.17
ID: 12	 X: 0.03	 Y: 4.34	 Z: -0.01 	 W: 0.17
ID: 13	 X: 0.04	 Y: 4.38	 Z: -0.02 	 W: 0.17
ID: 14	 X: 0.04	 Y: 4.44	 Z: -0.01 	 W: 0.17
ID: 15	 X: 0.02	 Y: 4.49	 Z: 0.01 	 W: 0.17
ID: 16	 X: -0.03	 Y: 4.54	 Z: 0.06 	 W: 0.17
ID: 17	 X: -0.16	 Y: 5.72	 Z: -0.20 	 W: 0.17
ID: 18	 X: -0.22	 Y: 5.79	 Z: -0.30 	 W: 0.17
ID: 19	 X: -0.28	 Y: 5.81	 Z: -0.41 	 W: 0.17
ID: 20	 X: -0.47	 Y: 5.85	 Z: -0.72 	 W: 0.17
ID: 21	 X: 0.56	 Y: 6.63	 Z: -0.27 	 W: 0.17
ID: 22	 X: 0.55	 Y: 6.69	 Z: -0.31 	 W: 0.17
ID: 23	 X: -1.24	 Y: 10.83	 Z: -1.67 	 W: 0.17
ID: 24	 X: -1.59	 Y: 10.84	 Z: -1.59 	 W: 0.17
ID: 25	 X: -1.81	 Y: 10.85	 Z: -1.56 	 W: 0.17
ak
bk
ID: 0	 X: 0.38	 Y: 2.19	 Z: -0.15 	 W: 0.09
ID: 1	 X: 0.40	 Y: 2.24	 Z: -0.15 	 W: 0.09
ID: 2	 X: 0.40	 Y: 2.28	 Z: -0.15 	 W: 0.09
ID: 3	 X: 0.28	 Y: 2.35	 Z: -0.18 	 W: 0.09
ID: 4	 X: 0.18	 Y: 2.41	 Z: -0.18 	 W: 0.09
ID: 5	 X: 0.14	 Y: 2.47	 Z: -0.16 	 W: 0.09
ID: 6	 X: 0.14	 Y: 2.51	 Z: -0.16 	 W: 0.09
ID: 7	 X: 0.14	 Y: 2.56	 Z: -0.17 	 W: 0.09
ID: 8	 X: -0.14	 Y: 4.24	 Z: 0.01 	 W: 0.09
ID: 9	 X: -0.13	 Y: 4.29	 Z: 0.00 	 W: 0.09
ID: 10	 X: -0.13	 Y: 4.34	 Z: 0.01 	 W: 0.09
ID: 11	 X: -0.13	 Y: 4.38	 Z: 0.04 	 W: 0.09
ID: 12	 X: -0.13	 Y: 4.44	 Z: 0.04 	 W: 0.09
ID: 13	 X: -0.15	 Y: 4.49	 Z: 0.05 	 W: 0.09
ID: 14	 X: -0.16	 Y: 4.54	 Z: 0.14 	 W: 0.09
ID: 15	 X: -0.45	 Y: 5.75	 Z: -0.25 	 W: 0.09
ID: 16	 X: -0.52	 Y: 5.78	 Z: -0.24 	 W: 0.09
ID: 17	 X: -0.62	 Y: 5.84	 Z: -0.24 	 W: 0.09
ID: 18	 X: -0.73	 Y: 5.87	 Z: -0.21 	 W: 0.09
ID: 19	 X: -0.99	 Y: 5.89	 Z: -0.24 	 W: 0.09
ID: 20	 X: -1.67	 Y: 9.72	 Z: -0.97 	 W: 0.09
ID: 21	 X: -1.65	 Y: 9.77	 Z: -0.98 	 W: 0.09
ak
bk
ID: 0	 X: 0.50	 Y: 2.16	 Z: -0.18 	 W: 0.00
ID: 1	 X: 0.54	 Y: 2.22	 Z: -0.18 	 W: 0.00
ID: 2	 X: 0.60	 Y: 2.24	 Z: -0.17 	 W: 0.00
ID: 3	 X: 0.69	 Y: 2.27	 Z: -0.15 	 W: 0.00
ID: 4	 X: 0.82	 Y: 2.28	 Z: -0.06 	 W: 0.00
ID: 5	 X: -0.15	 Y: 2.42	 Z: -0.12 	 W: 0.00
ID: 6	 X: -0.02	 Y: 2.47	 Z: -0.07 	 W: 0.00
ID: 7	 X: 0.99	 Y: 2.26	 Z: -0.01 	 W: 0.00
ID: 8	 X: 0.02	 Y: 2.51	 Z: -0.06 	 W: 0.00
ID: 9	 X: 0.03	 Y: 2.56	 Z: -0.07 	 W: 0.00
ID: 10	 X: 0.04	 Y: 2.61	 Z: -0.11 	 W: 0.00
ID: 11	 X: -0.13	 Y: 4.29	 Z: -0.07 	 W: 0.00
ID: 12	 X: -0.15	 Y: 4.34	 Z: -0.11 	 W: 0.00
ID: 13	 X: -0.18	 Y: 4.39	 Z: -0.11 	 W: 0.00
ID: 14	 X: -0.24	 Y: 4.43	 Z: -0.12 	 W: 0.00
ID: 15	 X: -0.30	 Y: 4.48	 Z: -0.13 	 W: 0.00
ID: 16	 X: 1.35	 Y: 4.28	 Z: -0.30 	 W: 0.00
ID: 17	 X: 1.34	 Y: 4.34	 Z: -0.34 	 W: 0.00
ID: 18	 X: -0.46	 Y: 4.52	 Z: -0.16 	 W: 0.00
ID: 19	 X: 1.24	 Y: 4.42	 Z: -0.44 	 W: 0.00
ID: 20	 X: -0.68	 Y: 4.54	 Z: -0.14 	 W: 0.00
ID: 21	 X: 0.64	 Y: 6.60	 Z: -0.50 	 W: 0.00
ID: 22	 X: 0.63	 Y: 6.63	 Z: -0.46 	 W: 0.00
ID: 23	 X: 0.61	 Y: 6.68	 Z: -0.43 	 W: 0.00
ID: 24	 X: 6.51	 Y: 8.39	 Z: -1.27 	 W: 0.00
ID: 25	 X: 6.53	 Y: 8.41	 Z: -1.30 	 W: 0.00
ID: 26	 X: 6.56	 Y: 8.45	 Z: -1.24 	 W: 0.00
ID: 27	 X: -3.08	 Y: 10.85	 Z: -1.34 	 W: 0.00
ID: 28	 X: -3.18	 Y: 10.89	 Z: -1.41 	 W: 0.00
ak
bk
ID: 0	 X: -0.28	 Y: 0.94	 Z: 0.53 	 W: 0.09
ID: 1	 X: -0.30	 Y: 0.98	 Z: 0.57 	 W: 0.09
ID: 2	 X: 0.27	 Y: 2.15	 Z: -0.17 	 W: 0.09
ID: 3	 X: 0.28	 Y: 2.20	 Z: -0.17 	 W: 0.09
ID: 4	 X: 0.30	 Y: 2.24	 Z: -0.15 	 W: 0.09
ID: 5	 X: 0.36	 Y: 2.29	 Z: -0.13 	 W: 0.09
ID: 6	 X: 0.56	 Y: 2.30	 Z: -0.07 	 W: 0.09
ID: 7	 X: 0.87	 Y: 2.26	 Z: 0.02 	 W: 0.09
ID: 8	 X: -0.15	 Y: 2.42	 Z: -0.17 	 W: 0.09
ID: 9	 X: 1.02	 Y: 2.25	 Z: 0.03 	 W: 0.09
ID: 10	 X: -0.10	 Y: 2.47	 Z: -0.09 	 W: 0.09
ID: 11	 X: 1.11	 Y: 2.26	 Z: 0.03 	 W: 0.09
ID: 12	 X: -0.07	 Y: 2.52	 Z: -0.03 	 W: 0.09
ID: 13	 X: 1.12	 Y: 2.31	 Z: 0.01 	 W: 0.09
ID: 14	 X: -0.04	 Y: 4.29	 Z: 0.04 	 W: 0.09
ID: 15	 X: -0.04	 Y: 4.29	 Z: 0.01 	 W: 0.09
ID: 16	 X: -0.04	 Y: 4.34	 Z: 0.02 	 W: 0.09
ID: 17	 X: -0.04	 Y: 4.39	 Z: 0.02 	 W: 0.09
ID: 18	 X: -0.04	 Y: 4.44	 Z: 0.01 	 W: 0.09
ID: 19	 X: -0.06	 Y: 4.49	 Z: -0.02 	 W: 0.09
ID: 20	 X: -0.16	 Y: 4.54	 Z: -0.05 	 W: 0.09
ID: 21	 X: -0.40	 Y: 4.57	 Z: 0.12 	 W: 0.09
ID: 22	 X: -0.40	 Y: 5.71	 Z: -0.37 	 W: 0.09
ID: 23	 X: -0.29	 Y: 5.74	 Z: -0.40 	 W: 0.09
ID: 24	 X: -0.02	 Y: 5.82	 Z: -0.37 	 W: 0.09
ID: 25	 X: 0.59	 Y: 6.62	 Z: -0.19 	 W: 0.09
ID: 26	 X: 0.61	 Y: 6.68	 Z: -0.20 	 W: 0.09
ID: 27	 X: 0.57	 Y: 6.74	 Z: -0.18 	 W: 0.09
ID: 28	 X: 0.53	 Y: 6.78	 Z: -0.16 	 W: 0.09
ID: 29	 X: 6.37	 Y: 8.10	 Z: -1.49 	 W: 0.09
ID: 30	 X: 6.38	 Y: 8.16	 Z: -1.62 	 W: 0.09
ID: 31	 X: -1.69	 Y: 10.77	 Z: -1.61 	 W: 0.09
ID: 32	 X: -1.79	 Y: 10.82	 Z: -1.72 	 W: 0.09
ID: 33	 X: -1.88	 Y: 10.84	 Z: -1.78 	 W: 0.09
ID: 34	 X: -1.96	 Y: 10.86	 Z: -1.88 	 W: 0.09
ID: 35	 X: -2.10	 Y: 10.89	 Z: -1.92 	 W: 0.09
ID: 36	 X: -3.18	 Y: 10.73	 Z: -1.69 	 W: 0.09
ID: 37	 X: -3.14	 Y: 10.79	 Z: -1.50 	 W: 0.09
ak
bk
ID: 0	 X: 0.70	 Y: 2.23	 Z: -0.02 	 W: 0.09
ID: 1	 X: 0.73	 Y: 2.25	 Z: -0.04 	 W: 0.09
ID: 2	 X: 0.77	 Y: 2.29	 Z: -0.04 	 W: 0.09
ID: 3	 X: 0.83	 Y: 2.33	 Z: -0.01 	 W: 0.09
ID: 4	 X: 0.02	 Y: 4.29	 Z: 0.13 	 W: 0.09
ID: 5	 X: 0.05	 Y: 4.34	 Z: 0.12 	 W: 0.09
ID: 6	 X: 0.09	 Y: 4.39	 Z: 0.11 	 W: 0.09
ID: 7	 X: 0.14	 Y: 4.44	 Z: 0.09 	 W: 0.09
ID: 8	 X: 0.22	 Y: 4.48	 Z: 0.01 	 W: 0.09
ID: 9	 X: 0.34	 Y: 4.53	 Z: -0.03 	 W: 0.09
ID: 10	 X: 6.12	 Y: 8.24	 Z: -1.13 	 W: 0.09
ID: 11	 X: 6.12	 Y: 8.27	 Z: -1.13 	 W: 0.09
ID: 12	 X: 6.13	 Y: 8.35	 Z: -1.08 	 W: 0.09
ID: 13	 X: 6.11	 Y: 8.43	 Z: -0.97 	 W: 0.09
ID: 14	 X: -1.49	 Y: 10.80	 Z: -1.55 	 W: 0.09
ID: 15	 X: -1.75	 Y: 10.81	 Z: -1.59 	 W: 0.09
ID: 16	 X: -1.93	 Y: 10.83	 Z: -1.72 	 W: 0.09
ID: 17	 X: -2.00	 Y: 10.86	 Z: -1.73 	 W: 0.09
ID: 18	 X: -2.01	 Y: 10.91	 Z: -1.77 	 W: 0.09
ak
bk
ID: 0	 X: 0.39	 Y: 1.02	 Z: 0.46 	 W: 0.17
ID: 1	 X: 0.44	 Y: 1.05	 Z: 0.47 	 W: 0.17
ID: 2	 X: 0.28	 Y: 2.20	 Z: -0.31 	 W: 0.17
ID: 3	 X: 0.29	 Y: 2.25	 Z: -0.32 	 W: 0.17
ID: 4	 X: 0.29	 Y: 2.30	 Z: -0.33 	 W: 0.17
ID: 5	 X: 0.31	 Y: 2.35	 Z: -0.25 	 W: 0.17
ID: 6	 X: 1.11	 Y: 2.16	 Z: -0.10 	 W: 0.17
ID: 7	 X: 1.04	 Y: 2.24	 Z: -0.12 	 W: 0.17
ID: 8	 X: 1.00	 Y: 2.28	 Z: -0.10 	 W: 0.17
ID: 9	 X: 0.99	 Y: 2.37	 Z: -0.05 	 W: 0.17
ID: 10	 X: 0.95	 Y: 2.43	 Z: 0.07 	 W: 0.17
ID: 11	 X: 0.21	 Y: 2.60	 Z: -0.11 	 W: 0.17
ID: 12	 X: -0.21	 Y: 4.40	 Z: 0.10 	 W: 0.17
ID: 13	 X: 1.36	 Y: 4.19	 Z: -0.39 	 W: 0.17
ID: 14	 X: -0.18	 Y: 4.44	 Z: 0.15 	 W: 0.17
ID: 15	 X: 1.31	 Y: 4.24	 Z: -0.41 	 W: 0.17
ID: 16	 X: 1.33	 Y: 4.29	 Z: -0.41 	 W: 0.17
ID: 17	 X: -0.09	 Y: 4.49	 Z: 0.18 	 W: 0.17
ID: 18	 X: 1.34	 Y: 4.34	 Z: -0.42 	 W: 0.17
ID: 19	 X: 0.19	 Y: 4.54	 Z: 0.25 	 W: 0.17
ID: 20	 X: 0.62	 Y: 4.53	 Z: 0.43 	 W: 0.17
ID: 21	 X: 0.67	 Y: 4.59	 Z: -0.01 	 W: 0.17
ID: 22	 X: 0.72	 Y: 4.62	 Z: -0.18 	 W: 0.17
ID: 23	 X: 0.79	 Y: 4.66	 Z: -0.25 	 W: 0.17
ID: 24	 X: -2.22	 Y: 10.76	 Z: -1.72 	 W: 0.17
ID: 25	 X: -2.23	 Y: 10.81	 Z: -1.73 	 W: 0.17
ak
bk
ID: 0	 X: 0.66	 Y: 0.51	 Z: 0.55 	 W: 0.00
ID: 1	 X: 0.18	 Y: 0.87	 Z: 0.52 	 W: 0.00
ID: 2	 X: 0.64	 Y: 0.62	 Z: 0.55 	 W: 0.00
ID: 3	 X: 0.31	 Y: 2.20	 Z: -0.27 	 W: 0.00
ID: 4	 X: 0.41	 Y: 2.24	 Z: -0.25 	 W: 0.00
ID: 5	 X: 0.45	 Y: 2.28	 Z: -0.23 	 W: 0.00
ID: 6	 X: 0.50	 Y: 2.32	 Z: -0.21 	 W: 0.00
ID: 7	 X: 0.52	 Y: 2.36	 Z: -0.21 	 W: 0.00
ID: 8	 X: 1.36	 Y: 2.06	 Z: -0.04 	 W: 0.00
ID: 9	 X: -0.24	 Y: 2.46	 Z: -0.25 	 W: 0.00
ID: 10	 X: 1.29	 Y: 2.14	 Z: -0.10 	 W: 0.00
ID: 11	 X: -0.15	 Y: 2.50	 Z: -0.20 	 W: 0.00
ID: 12	 X: 1.12	 Y: 2.32	 Z: -0.17 	 W: 0.00
ID: 13	 X: 0.86	 Y: 2.46	 Z: -0.30 	 W: 0.00
ID: 14	 X: 0.13	 Y: 4.29	 Z: -0.09 	 W: 0.00
ID: 15	 X: 0.16	 Y: 4.34	 Z: -0.10 	 W: 0.00
ID: 16	 X: 0.20	 Y: 4.39	 Z: -0.09 	 W: 0.00
ID: 17	 X: 0.27	 Y: 4.43	 Z: -0.11 	 W: 0.00
ID: 18	 X: 0.41	 Y: 4.47	 Z: -0.18 	 W: 0.00
ID: 19	 X: 0.83	 Y: 4.46	 Z: -0.62 	 W: 0.00
ID: 20	 X: 1.36	 Y: 4.44	 Z: -0.32 	 W: 0.00
ID: 21	 X: 1.41	 Y: 4.46	 Z: -0.29 	 W: 0.00
ID: 22	 X: 0.94	 Y: 5.93	 Z: -0.87 	 W: 0.00
ID: 23	 X: 0.92	 Y: 6.00	 Z: -0.98 	 W: 0.00
ID: 24	 X: 6.25	 Y: 8.39	 Z: -1.27 	 W: 0.00
ID: 25	 X: 6.26	 Y: 8.43	 Z: -1.22 	 W: 0.00
ID: 26	 X: 6.22	 Y: 8.52	 Z: -1.29 	 W: 0.00
ID: 27	 X: 6.17	 Y: 8.62	 Z: -1.29 	 W: 0.00
ID: 28	 X: 6.11	 Y: 8.73	 Z: -1.48 	 W: 0.00
ID: 29	 X: 6.00	 Y: 8.86	 Z: -1.73 	 W: 0.00
ID: 30	 X: -2.13	 Y: 10.79	 Z: -1.50 	 W: 0.00
ID: 31	 X: -2.15	 Y: 10.83	 Z: -1.54 	 W: 0.00
ID: 32	 X: -2.22	 Y: 10.87	 Z: -1.35 	 W: 0.00
ID: 33	 X: -2.31	 Y: 10.90	 Z: -1.16 	 W: 0.00
ak
bk
ID: 0	 X: 0.29	 Y: 2.20	 Z: -0.00 	 W: 0.09
ID: 1	 X: 0.30	 Y: 2.25	 Z: 0.02 	 W: 0.09
ID: 2	 X: 0.28	 Y: 2.30	 Z: -0.03 	 W: 0.09
ID: 3	 X: 0.13	 Y: 2.37	 Z: -0.27 	 W: 0.09
ID: 4	 X: 0.47	 Y: 2.37	 Z: -0.08 	 W: 0.09
ID: 5	 X: -0.08	 Y: 2.47	 Z: -0.36 	 W: 0.09
ID: 6	 X: 0.58	 Y: 2.40	 Z: -0.23 	 W: 0.09
ID: 7	 X: 0.70	 Y: 2.42	 Z: -0.34 	 W: 0.09
ID: 8	 X: -0.17	 Y: 2.55	 Z: -0.32 	 W: 0.09
ID: 9	 X: 0.80	 Y: 2.43	 Z: -0.15 	 W: 0.09
ID: 10	 X: -0.12	 Y: 4.34	 Z: 0.13 	 W: 0.09
ID: 11	 X: -0.15	 Y: 4.38	 Z: 0.17 	 W: 0.09
ID: 12	 X: -0.16	 Y: 4.44	 Z: 0.26 	 W: 0.09
ID: 13	 X: 0.03	 Y: 4.49	 Z: 0.78 	 W: 0.09
ID: 14	 X: 0.73	 Y: 4.48	 Z: -0.66 	 W: 0.09
ID: 15	 X: 0.89	 Y: 5.90	 Z: -0.76 	 W: 0.09
ID: 16	 X: 0.89	 Y: 5.93	 Z: -0.83 	 W: 0.09
ID: 17	 X: 0.89	 Y: 6.00	 Z: -0.88 	 W: 0.09
ID: 18	 X: 6.29	 Y: 8.10	 Z: -1.22 	 W: 0.09
ID: 19	 X: 6.34	 Y: 8.13	 Z: -1.08 	 W: 0.09
ID: 20	 X: 6.53	 Y: 8.04	 Z: -0.96 	 W: 0.09
ID: 21	 X: 6.06	 Y: 8.65	 Z: -1.16 	 W: 0.09
ak
bk
ID: 0	 X: 0.25	 Y: 2.16	 Z: -0.27 	 W: 0.09
ID: 1	 X: 0.26	 Y: 2.18	 Z: -0.27 	 W: 0.09
ID: 2	 X: 0.31	 Y: 2.25	 Z: -0.28 	 W: 0.09
ID: 3	 X: 0.58	 Y: 2.27	 Z: -0.21 	 W: 0.09
ID: 4	 X: 0.94	 Y: 2.18	 Z: -0.13 	 W: 0.09
ID: 5	 X: 1.06	 Y: 2.18	 Z: -0.13 	 W: 0.09
ID: 6	 X: 1.10	 Y: 2.21	 Z: -0.14 	 W: 0.09
ID: 7	 X: 1.09	 Y: 2.27	 Z: -0.17 	 W: 0.09
ID: 8	 X: 1.02	 Y: 2.36	 Z: -0.26 	 W: 0.09
ID: 9	 X: -0.08	 Y: 4.34	 Z: 0.05 	 W: 0.09
ID: 10	 X: -0.09	 Y: 4.39	 Z: 0.08 	 W: 0.09
ID: 11	 X: -0.06	 Y: 4.44	 Z: 0.10 	 W: 0.09
ID: 12	 X: 0.04	 Y: 4.49	 Z: 0.18 	 W: 0.09
ID: 13	 X: 0.39	 Y: 4.52	 Z: 0.55 	 W: 0.09
ID: 14	 X: 1.31	 Y: 4.45	 Z: -0.41 	 W: 0.09
ID: 15	 X: -1.36	 Y: 4.43	 Z: -0.02 	 W: 0.09
ID: 16	 X: 1.41	 Y: 4.46	 Z: -0.37 	 W: 0.09
ID: 17	 X: -1.41	 Y: 4.46	 Z: -0.09 	 W: 0.09
ID: 18	 X: 1.55	 Y: 4.47	 Z: -0.30 	 W: 0.09
ID: 19	 X: -1.42	 Y: 4.51	 Z: -0.06 	 W: 0.09
ID: 20	 X: 0.98	 Y: 5.89	 Z: -0.80 	 W: 0.09
ID: 21	 X: 1.00	 Y: 5.92	 Z: -0.87 	 W: 0.09
ID: 22	 X: 1.03	 Y: 5.98	 Z: -0.91 	 W: 0.09
ID: 23	 X: 6.05	 Y: 8.58	 Z: -1.04 	 W: 0.09
ID: 24	 X: 6.09	 Y: 8.59	 Z: -1.04 	 W: 0.09
ID: 25	 X: 6.11	 Y: 8.66	 Z: -1.05 	 W: 0.09
ID: 26	 X: 6.04	 Y: 8.77	 Z: -0.87 	 W: 0.09
ID: 27	 X: -3.55	 Y: 10.77	 Z: -1.32 	 W: 0.09
ID: 28	 X: -3.84	 Y: 10.69	 Z: -1.68 	 W: 0.09
ID: 29	 X: -6.96	 Y: 10.23	 Z: -0.34 	 W: 0.09
ID: 30	 X: 0.50	 Y: 12.36	 Z: -1.15 	 W: 0.09
ID: 31	 X: -7.06	 Y: 10.23	 Z: -0.36 	 W: 0.09
ID: 32	 X: 0.42	 Y: 12.42	 Z: -1.19 	 W: 0.09
ak
bk
ID: 0	 X: 0.26	 Y: 2.15	 Z: -0.21 	 W: 0.17
ID: 1	 X: 0.26	 Y: 2.21	 Z: -0.25 	 W: 0.17
ID: 2	 X: 0.27	 Y: 2.25	 Z: -0.24 	 W: 0.17
ID: 3	 X: 0.26	 Y: 2.31	 Z: -0.22 	 W: 0.17
ID: 4	 X: 1.11	 Y: 2.09	 Z: -0.09 	 W: 0.17
ID: 5	 X: 0.13	 Y: 2.37	 Z: -0.28 	 W: 0.17
ID: 6	 X: 1.11	 Y: 2.15	 Z: -0.07 	 W: 0.17
ID: 7	 X: 0.10	 Y: 2.42	 Z: -0.14 	 W: 0.17
